StyleID,EventID,IDNumber,StartingInventory,QuantitySold,Cost,Price,MSRP,Department,Month,EventStartTime,EventStartDOW,ShippingMethod
172,214,44,119,76,5,9.99,48,Footwear,Oct,10:00,Monday,F
22377,314,45,108,72,5,9.99,29,Footwear,Oct,10:00,Thursday,F
5361,309,46,125,103,5,9.99,29,Footwear,Oct,10:00,Friday,F
13563,284,47,116,96,5,9.99,36,Footwear,Oct,10:00,Monday,F
10445,259,48,124,112,5,9.99,38,Footwear,Oct,10:00,Tuesday,F
2827,249,49,114,110,5,9.99,49,Footwear,Oct,10:00,Thursday,F
4196,289,50,115,115,5,9.99,27,Footwear,Oct,10:00,Wednesday,F
19116,294,51,146,146,5,9.99,33,Footwear,Oct,10:00,Monday,F
16829,289,52,147,147,5,9.99,46,Footwear,Oct,10:00,Wednesday,F
21162,309,53,12,12,5,9.99,31,Footwear,Oct,10:00,Friday,F
22228,289,54,23,23,5,9.99,30,Footwear,Oct,10:00,Wednesday,F
9111,309,55,44,44,5,9.99,40,Footwear,Oct,10:00,Friday,F
6762,289,56,15,15,5,9.99,43,Footwear,Oct,10:00,Wednesday,F
5696,259,57,11,11,5,9.99,41,Footwear,Oct,10:00,Tuesday,F
22573,249,58,23,23,5,9.99,40,Footwear,Oct,10:00,Thursday,F
881,304,59,88,88,5,9.99,39,Footwear,Oct,10:00,Thursday,F
9607,214,60,15,15,5,9.99,29,Footwear,Oct,10:00,Monday,F
29697,289,61,17,17,5,9.99,26,Footwear,Oct,10:00,Wednesday,F
6764,314,62,62,62,5,9.99,38,Footwear,Oct,10:00,Thursday,F
23110,249,63,30,30,5,9.99,33,Footwear,Oct,10:00,Thursday,F
12179,314,64,82,82,5,9.99,30,Footwear,Oct,10:00,Thursday,F
9595,254,65,13,13,5,9.99,28,Footwear,Oct,10:00,Saturday,F
20049,209,66,73,73,5,9.99,46,Footwear,Oct,10:00,Wednesday,F
28795,279,67,6,6,5,9.99,47,Footwear,Oct,10:00,Wednesday,F
28104,249,68,26,26,5,9.99,29,Footwear,Oct,10:00,Thursday,F
9603,304,69,74,74,5,9.99,37,Footwear,Oct,10:00,Thursday,F
29408,284,70,23,23,5,9.99,41,Footwear,Oct,10:00,Monday,F
11235,224,71,27,27,5,9.99,40,Footwear,Oct,10:00,Sunday,F
28048,284,72,20,20,5,9.99,50,Footwear,Oct,10:00,Monday,F
6666,314,73,9,9,5,9.99,27,Footwear,Oct,10:00,Thursday,F
28707,209,74,10,10,5,9.99,42,Footwear,Oct,10:00,Wednesday,F
5864,284,75,14,14,5,9.99,29,Footwear,Oct,10:00,Monday,F
24139,304,76,19,19,5,9.99,28,Footwear,Oct,10:00,Thursday,F
14551,224,77,20,20,5,9.99,41,Footwear,Oct,10:00,Sunday,F
28753,269,78,140,65,5,9.99,50,Footwear,Nov,17:00,Thursday,F
25262,299,79,92,75,5,9.99,30,Footwear,Nov,17:00,Monday,F
13445,269,80,96,79,5,9.99,49,Footwear,Nov,17:00,Thursday,F
9991,229,81,102,87,5,9.99,47,Footwear,Nov,17:00,Monday,F
12560,229,82,108,96,5,9.99,43,Footwear,Nov,17:00,Monday,F
10048,244,83,118,111,5,9.99,31,Footwear,Nov,17:00,Monday,F
869,234,84,30,30,5,9.99,32,Footwear,Nov,17:00,Tuesday,F
22680,299,85,25,25,5,9.99,41,Footwear,Nov,17:00,Monday,F
13416,234,86,26,26,5,9.99,47,Footwear,Nov,17:00,Tuesday,F
5960,274,87,63,63,5,9.99,28,Footwear,Nov,17:00,Thursday,F
22571,244,88,90,90,5,9.99,37,Footwear,Nov,17:00,Monday,F
21824,254,89,121,48,11,9.99,45,Footwear,Oct,10:00,Saturday,F
9033,309,90,65,65,11,9.99,94,Footwear,Oct,10:00,Friday,F
8939,259,91,6,6,11,9.99,58,Footwear,Oct,10:00,Tuesday,F
25831,289,92,32,32,11,9.99,44,Footwear,Oct,10:00,Wednesday,F
25918,284,93,33,33,11,9.99,50,Footwear,Oct,10:00,Monday,F
10668,170,94,24,24,11,9.99,49,Men's Apparel,Oct,10:00,Thursday,F
4496,180,95,59,59,11,9.99,64,Men's Apparel,Oct,10:00,Tuesday,F
17144,770,96,97,83,11,9.99,64,Women's Apparel,Nov,10:00,Thursday,F
4103,770,97,14,14,11,9.99,40,Women's Apparel,Nov,10:00,Thursday,F
21305,715,98,55,55,11,9.99,79,Women's Apparel,Oct,10:00,Tuesday,F
4799,725,99,134,65,11,9.99,61,Women's Apparel,Oct,10:00,Friday,D
25983,350,100,62,62,11,9.99,76,Women's Apparel,Oct,10:00,Saturday,D
1840,725,101,83,83,11,9.99,40,Women's Apparel,Oct,10:00,Friday,D
8932,950,102,71,71,11,9.99,64,Women's Apparel,Nov,10:00,Tuesday,D
6453,229,103,49,49,11,9.99,42,Footwear,Nov,17:00,Monday,F
1897,365,104,160,127,11,9.99,82,Women's Apparel,Nov,17:00,Tuesday,F
20877,675,105,127,81,11,9.99,52,Women's Apparel,Nov,17:00,Wednesday,D
4823,260,106,135,50,10,9.99,85,Footwear,Oct,10:00,Wednesday,F
16860,214,107,130,55,10,9.99,41,Footwear,Oct,10:00,Monday,F
2645,249,108,90,46,10,9.99,26,Footwear,Oct,10:00,Thursday,F
2450,249,109,74,45,10,9.99,34,Footwear,Oct,10:00,Thursday,F
1730,310,110,132,98,10,9.99,33,Footwear,Oct,10:00,Tuesday,F
15278,290,111,114,86,10,9.99,46,Footwear,Oct,10:00,Wednesday,F
20013,210,112,146,112,10,9.99,88,Footwear,Oct,10:00,Monday,F
6217,295,113,112,86,10,9.99,61,Footwear,Oct,10:00,Tuesday,F
24055,220,114,135,107,10,9.99,55,Footwear,Oct,10:00,Monday,F
3939,309,115,100,87,10,9.99,34,Footwear,Oct,10:00,Friday,F
8936,209,116,101,92,10,9.99,44,Footwear,Oct,10:00,Wednesday,F
10586,224,117,99,91,10,9.99,46,Footwear,Oct,10:00,Sunday,F
3999,305,118,134,125,10,9.99,88,Footwear,Oct,10:00,Saturday,F
22111,260,119,141,141,10,9.99,85,Footwear,Oct,10:00,Wednesday,F
4847,209,120,90,90,10,9.99,43,Footwear,Oct,10:00,Wednesday,F
22869,270,121,67,67,10,9.99,52,Footwear,Oct,10:00,Friday,F
20400,254,122,26,26,10,9.99,40,Footwear,Oct,10:00,Saturday,F
20824,249,123,63,63,10,9.99,42,Footwear,Oct,10:00,Thursday,F
3069,314,124,14,14,10,9.99,50,Footwear,Oct,10:00,Thursday,F
17332,239,125,12,12,10,9.99,42,Footwear,Oct,10:00,Friday,F
29815,239,126,64,64,10,9.99,46,Footwear,Oct,10:00,Friday,F
6717,259,127,34,34,10,9.99,27,Footwear,Oct,10:00,Tuesday,F
15287,239,128,15,15,10,9.99,44,Footwear,Oct,10:00,Friday,F
19649,224,129,31,31,10,9.99,47,Footwear,Oct,10:00,Sunday,F
21541,310,130,38,38,10,9.99,40,Footwear,Oct,10:00,Tuesday,F
8501,249,131,20,20,10,9.99,58,Footwear,Oct,10:00,Thursday,F
14878,304,132,34,34,10,9.99,25,Footwear,Oct,10:00,Thursday,F
23918,290,133,10,10,10,9.99,94,Footwear,Oct,10:00,Wednesday,F
15942,309,134,61,61,10,9.99,39,Footwear,Oct,10:00,Friday,F
8591,294,135,74,74,10,9.99,49,Footwear,Oct,10:00,Monday,F
5596,279,136,68,68,10,9.99,70,Footwear,Oct,10:00,Wednesday,F
6272,309,137,29,29,10,9.99,39,Footwear,Oct,10:00,Friday,F
28471,210,138,21,21,10,9.99,58,Footwear,Oct,10:00,Monday,F
27324,249,139,27,27,10,9.99,31,Footwear,Oct,10:00,Thursday,F
25393,230,140,28,28,10,9.99,85,Footwear,Oct,10:00,Monday,F
14311,294,141,30,30,10,9.99,25,Footwear,Oct,10:00,Monday,F
12995,210,142,39,39,10,9.99,79,Footwear,Oct,10:00,Monday,F
6771,214,143,39,39,10,9.99,33,Footwear,Oct,10:00,Monday,F
7160,250,144,103,53,10,9.99,46,Footwear,Oct,10:00,Friday,D
13287,250,145,51,51,10,9.99,52,Footwear,Oct,10:00,Friday,D
14602,225,146,26,26,10,9.99,85,Footwear,Oct,10:00,Thursday,D
1616,275,147,27,27,10,9.99,73,Footwear,Oct,10:00,Wednesday,D
20501,55,148,151,99,10,9.99,58,Men's Apparel,Oct,10:00,Monday,F
23584,90,149,119,79,10,9.99,43,Men's Apparel,Oct,10:00,Monday,F
7575,45,150,104,79,10,9.99,88,Men's Apparel,Oct,10:00,Friday,F
25871,190,151,122,94,10,9.99,70,Men's Apparel,Oct,10:00,Tuesday,F
4127,60,152,123,97,10,9.99,48,Men's Apparel,Oct,10:00,Tuesday,F
21829,170,153,113,90,10,9.99,70,Men's Apparel,Oct,10:00,Thursday,F
12889,90,154,99,81,10,9.99,70,Men's Apparel,Oct,10:00,Monday,F
1591,40,155,96,96,10,9.99,40,Men's Apparel,Oct,10:00,Thursday,F
25176,145,156,129,129,10,9.99,61,Men's Apparel,Oct,10:00,Tuesday,F
18596,30,157,29,29,10,9.99,58,Men's Apparel,Oct,10:00,Monday,F
11567,180,158,12,12,10,9.99,64,Men's Apparel,Oct,10:00,Tuesday,F
29733,190,159,37,37,10,9.99,76,Men's Apparel,Oct,10:00,Tuesday,F
18129,190,160,3,3,10,9.99,70,Men's Apparel,Oct,10:00,Tuesday,F
4886,15,161,27,27,10,9.99,55,Men's Apparel,Oct,10:00,Wednesday,F
23695,165,162,29,29,10,9.99,91,Men's Apparel,Oct,10:00,Monday,F
12446,180,163,16,16,10,9.99,76,Men's Apparel,Oct,10:00,Tuesday,F
25719,80,164,92,92,10,9.99,70,Men's Apparel,Oct,10:00,Monday,F
19631,39,165,23,23,10,9.99,85,Men's Apparel,Dec,10:00,Tuesday,F
12847,129,166,1,1,10,9.99,48,Men's Apparel,Oct,10:00,Tuesday,F
17146,105,167,3,3,10,9.99,40,Men's Apparel,Oct,10:00,Friday,F
5345,145,168,3,3,10,9.99,33,Men's Apparel,Oct,10:00,Tuesday,F
27244,20,169,12,12,10,9.99,88,Men's Apparel,Oct,10:00,Wednesday,F
21518,40,170,21,21,10,9.99,49,Men's Apparel,Oct,10:00,Thursday,F
29329,179,171,47,47,10,9.99,40,Men's Apparel,Oct,10:00,Sunday,F
4234,30,172,65,65,10,9.99,91,Men's Apparel,Oct,10:00,Monday,F
6873,175,173,94,81,10,9.99,33,Men's Apparel,Oct,10:00,Wednesday,D
19530,175,174,118,102,10,9.99,91,Men's Apparel,Oct,10:00,Wednesday,D
18221,200,175,52,52,10,9.99,85,Men's Apparel,Oct,10:00,Thursday,D
15290,720,176,142,50,10,9.99,49,Women's Apparel,Oct,10:00,Saturday,F
22303,460,177,148,62,10,9.99,67,Women's Apparel,Oct,10:00,Thursday,F
24864,630,178,130,65,10,9.99,73,Women's Apparel,Oct,10:00,Thursday,F
19452,715,179,127,65,10,9.99,40,Women's Apparel,Oct,10:00,Tuesday,F
22281,785,180,123,65,10,9.99,58,Women's Apparel,Nov,10:00,Monday,F
24388,824,181,109,59,10,9.99,27,Women's Apparel,Dec,10:00,Friday,F
7788,905,182,109,63,10,9.99,52,Women's Apparel,Nov,10:00,Tuesday,F
4068,655,183,124,81,10,9.99,82,Women's Apparel,Oct,10:00,Sunday,F
10997,530,184,111,83,10,9.99,58,Women's Apparel,Oct,10:00,Friday,F
13831,765,185,124,95,10,9.99,64,Women's Apparel,Nov,10:00,Friday,F
23720,529,186,116,94,10,9.99,31,Women's Apparel,Dec,10:00,Sunday,F
4801,660,187,89,73,10,9.99,88,Women's Apparel,Oct,10:00,Friday,F
272,690,188,110,93,10,9.99,85,Women's Apparel,Oct,10:00,Friday,F
7057,805,189,126,111,10,9.99,88,Women's Apparel,Nov,10:00,Sunday,F
22338,945,190,147,136,10,9.99,85,Women's Apparel,Nov,10:00,Wednesday,F
5605,820,191,113,109,10,9.99,94,Women's Apparel,Nov,10:00,Saturday,F
23480,590,192,118,114,10,9.99,91,Women's Apparel,Oct,10:00,Tuesday,F
9800,680,193,79,77,10,9.99,61,Women's Apparel,Oct,10:00,Sunday,F
20386,940,194,144,144,10,9.99,70,Women's Apparel,Nov,10:00,Thursday,F
23576,685,195,85,85,10,9.99,46,Women's Apparel,Oct,10:00,Thursday,F
3950,970,196,116,116,10,9.99,91,Women's Apparel,Nov,10:00,Monday,F
21699,704,197,8,8,10,9.99,46,Women's Apparel,Dec,10:00,Tuesday,F
3232,924,198,25,25,10,9.99,42,Women's Apparel,Dec,10:00,Thursday,F
18365,839,199,13,13,10,9.99,43,Women's Apparel,Dec,10:00,Sunday,F
11579,505,200,93,93,10,9.99,85,Women's Apparel,Oct,10:00,Friday,F
22632,980,201,75,75,10,9.99,91,Women's Apparel,Nov,10:00,Friday,F
15712,720,202,80,80,10,9.99,67,Women's Apparel,Oct,10:00,Saturday,F
27166,345,203,45,45,10,9.99,40,Women's Apparel,Oct,10:00,Monday,F
11967,585,204,16,16,10,9.99,45,Women's Apparel,Oct,10:00,Saturday,F
2474,990,205,70,70,10,9.99,40,Women's Apparel,Nov,10:00,Tuesday,F
20472,790,206,39,39,10,9.99,94,Women's Apparel,Nov,10:00,Thursday,F
14772,740,207,12,12,10,9.99,40,Women's Apparel,Oct,10:00,Monday,F
4279,755,208,6,6,10,9.99,91,Women's Apparel,Nov,10:00,Monday,F
21124,759,209,12,12,10,9.99,47,Women's Apparel,Dec,10:00,Thursday,F
9964,870,210,25,25,10,9.99,61,Women's Apparel,Nov,10:00,Wednesday,F
14221,619,211,75,75,10,9.99,42,Women's Apparel,Dec,10:00,Sunday,F
28566,919,212,45,45,10,9.99,45,Women's Apparel,Dec,10:00,Wednesday,F
5579,540,213,7,7,10,9.99,33,Women's Apparel,Oct,10:00,Thursday,F
20979,445,214,7,7,10,9.99,82,Women's Apparel,Oct,10:00,Sunday,F
19336,835,215,52,52,10,9.99,41,Women's Apparel,Nov,10:00,Tuesday,F
15610,970,216,76,76,10,9.99,76,Women's Apparel,Nov,10:00,Monday,F
20454,560,217,126,126,10,9.99,85,Women's Apparel,Oct,10:00,Tuesday,F
6344,674,218,24,24,10,9.99,42,Women's Apparel,Dec,10:00,Monday,F
4561,495,219,61,61,10,9.99,82,Women's Apparel,Oct,10:00,Tuesday,F
12881,930,220,83,83,10,9.99,85,Women's Apparel,Nov,10:00,Sunday,F
4545,540,221,58,58,10,9.99,43,Women's Apparel,Oct,10:00,Thursday,F
26040,344,222,64,64,10,9.99,40,Women's Apparel,Dec,10:00,Saturday,F
14446,895,223,27,27,10,9.99,76,Women's Apparel,Nov,10:00,Monday,F
1139,460,224,51,51,10,9.99,76,Women's Apparel,Oct,10:00,Thursday,F
8025,789,225,65,65,10,9.99,42,Women's Apparel,Dec,10:00,Tuesday,F
18712,470,226,74,74,10,9.99,88,Women's Apparel,Oct,10:00,Friday,F
14092,630,227,16,16,10,9.99,55,Women's Apparel,Oct,10:00,Thursday,F
30348,435,228,32,32,10,9.99,55,Women's Apparel,Oct,10:00,Sunday,F
11020,880,229,25,25,10,9.99,48,Women's Apparel,Nov,10:00,Saturday,F
24872,540,230,9,9,10,9.99,88,Women's Apparel,Oct,10:00,Thursday,F
18029,805,231,29,29,10,9.99,55,Women's Apparel,Nov,10:00,Sunday,F
3090,905,232,20,20,10,9.99,35,Women's Apparel,Nov,10:00,Tuesday,F
10653,495,233,15,15,10,9.99,88,Women's Apparel,Oct,10:00,Tuesday,F
16140,680,234,99,99,10,9.99,91,Women's Apparel,Oct,10:00,Sunday,F
9667,660,235,17,17,10,9.99,46,Women's Apparel,Oct,10:00,Friday,F
8928,345,236,14,14,10,9.99,94,Women's Apparel,Oct,10:00,Monday,F
29680,840,237,14,14,10,9.99,76,Women's Apparel,Nov,10:00,Monday,F
24490,380,238,19,19,10,9.99,76,Women's Apparel,Oct,10:00,Monday,F
21489,595,239,19,19,10,9.99,43,Women's Apparel,Oct,10:00,Thursday,F
754,699,240,19,19,10,9.99,44,Women's Apparel,Dec,10:00,Wednesday,F
547,785,241,27,27,10,9.99,82,Women's Apparel,Nov,10:00,Monday,F
2328,460,242,32,32,10,9.99,43,Women's Apparel,Oct,10:00,Thursday,F
27014,575,243,148,83,10,9.99,88,Women's Apparel,Oct,10:00,Friday,D
623,450,244,115,73,10,9.99,58,Women's Apparel,Oct,10:00,Monday,D
7422,825,245,107,105,10,9.99,94,Women's Apparel,Nov,10:00,Friday,D
16328,975,246,19,19,10,9.99,52,Women's Apparel,Nov,10:00,Thursday,D
29911,725,247,8,8,10,9.99,61,Women's Apparel,Oct,10:00,Friday,D
15504,500,248,84,84,10,9.99,94,Women's Apparel,Oct,10:00,Tuesday,D
27878,625,249,59,59,10,9.99,58,Women's Apparel,Oct,10:00,Tuesday,D
29105,900,250,28,28,10,9.99,49,Women's Apparel,Nov,10:00,Tuesday,D
9592,1000,251,30,30,10,9.99,58,Women's Apparel,Nov,10:00,Thursday,D
28368,875,252,6,6,10,9.99,91,Women's Apparel,Nov,10:00,Thursday,D
6642,900,253,21,21,10,9.99,58,Women's Apparel,Nov,10:00,Tuesday,D
15944,925,254,13,13,10,9.99,43,Women's Apparel,Nov,10:00,Monday,D
1138,725,255,33,33,10,9.99,73,Women's Apparel,Oct,10:00,Friday,D
14628,475,256,56,56,10,9.99,76,Women's Apparel,Oct,10:00,Saturday,D
17475,325,257,57,57,10,9.99,52,Women's Apparel,Oct,10:00,Tuesday,D
13921,700,258,59,59,10,9.99,76,Women's Apparel,Oct,10:00,Wednesday,D
7204,264,259,70,70,10,9.99,32,Footwear,Nov,17:00,Monday,F
24435,235,260,23,23,10,9.99,43,Footwear,Nov,17:00,Sunday,F
23439,285,261,26,26,10,9.99,40,Footwear,Nov,17:00,Tuesday,F
8026,245,262,48,48,10,9.99,58,Footwear,Nov,17:00,Sunday,F
14440,264,263,49,49,10,9.99,37,Footwear,Nov,17:00,Monday,F
21934,234,264,18,18,10,9.99,94,Footwear,Nov,17:00,Tuesday,F
15285,280,265,6,6,10,9.99,32,Footwear,Nov,17:00,Tuesday,F
18924,269,266,12,12,10,9.99,29,Footwear,Nov,17:00,Thursday,F
27764,149,267,114,85,10,9.99,41,Men's Apparel,Nov,17:00,Thursday,F
9819,5,268,139,116,10,9.99,70,Men's Apparel,Nov,17:00,Tuesday,F
7187,5,269,119,119,10,9.99,64,Men's Apparel,Nov,17:00,Tuesday,F
7935,155,270,31,31,10,9.99,40,Men's Apparel,Nov,17:00,Thursday,F
29030,10,271,18,18,10,9.99,61,Men's Apparel,Nov,17:00,Monday,F
6224,120,272,14,14,10,9.99,76,Men's Apparel,Nov,17:00,Saturday,F
10049,185,273,75,75,10,9.99,40,Men's Apparel,Nov,17:00,Thursday,F
16031,205,274,13,13,10,9.99,58,Men's Apparel,Nov,17:00,Monday,F
14965,5,275,21,21,10,9.99,67,Men's Apparel,Nov,17:00,Tuesday,F
21121,95,276,32,32,10,9.99,64,Men's Apparel,Nov,17:00,Thursday,F
1059,94,277,31,31,10,9.99,34,Men's Apparel,Nov,17:00,Tuesday,F
24342,70,278,46,46,10,9.99,46,Men's Apparel,Nov,17:00,Thursday,F
24178,25,279,105,80,10,9.99,52,Men's Apparel,Nov,17:00,Friday,D
25133,150,280,22,22,10,9.99,43,Men's Apparel,Nov,17:00,Sunday,D
8931,320,281,102,64,10,9.99,49,Women's Apparel,Nov,17:00,Tuesday,F
11142,390,282,167,124,10,9.99,79,Women's Apparel,Nov,17:00,Thursday,F
29638,705,283,92,69,10,9.99,40,Women's Apparel,Nov,17:00,Wednesday,F
27852,440,284,122,94,10,9.99,40,Women's Apparel,Nov,17:00,Wednesday,F
8634,605,285,92,71,10,9.99,26,Women's Apparel,Nov,17:00,Friday,F
22183,330,286,112,97,10,9.99,82,Women's Apparel,Nov,17:00,Monday,F
27495,705,287,95,89,10,9.99,64,Women's Apparel,Nov,17:00,Wednesday,F
29143,640,288,99,93,10,9.99,82,Women's Apparel,Nov,17:00,Sunday,F
7669,760,289,88,85,10,9.99,79,Women's Apparel,Nov,17:00,Sunday,F
5761,390,290,89,87,10,9.99,85,Women's Apparel,Nov,17:00,Thursday,F
14195,399,291,104,104,10,9.99,41,Women's Apparel,Dec,17:00,Sunday,F
2106,330,292,18,18,10,9.99,67,Women's Apparel,Nov,17:00,Monday,F
22705,620,293,48,48,10,9.99,76,Women's Apparel,Nov,17:00,Sunday,F
2245,455,294,10,10,10,9.99,40,Women's Apparel,Nov,17:00,Wednesday,F
23616,653,295,101,101,10,9.99,49,Women's Apparel,Dec,17:00,Friday,F
6959,695,296,107,107,10,9.99,73,Women's Apparel,Nov,17:00,Tuesday,F
14158,695,297,9,9,10,9.99,52,Women's Apparel,Nov,17:00,Tuesday,F
30130,479,298,35,35,10,9.99,31,Women's Apparel,Dec,17:00,Wednesday,F
1685,960,299,14,14,10,9.99,64,Women's Apparel,Nov,17:00,Monday,F
15901,455,300,29,29,10,9.99,94,Women's Apparel,Nov,17:00,Wednesday,F
10051,415,301,20,20,10,9.99,58,Women's Apparel,Nov,17:00,Monday,F
8301,855,302,22,22,10,9.99,91,Women's Apparel,Nov,17:00,Monday,F
91,865,303,74,74,10,9.99,70,Women's Apparel,Nov,17:00,Tuesday,F
6667,855,304,34,34,10,9.99,33,Women's Apparel,Nov,17:00,Monday,F
13528,520,305,10,10,10,9.99,49,Women's Apparel,Nov,17:00,Monday,F
24044,355,306,20,20,10,9.99,64,Women's Apparel,Nov,17:00,Wednesday,F
16744,910,307,25,25,10,9.99,49,Women's Apparel,Nov,17:00,Monday,F
8879,320,308,76,76,10,9.99,46,Women's Apparel,Nov,17:00,Tuesday,F
7570,330,309,36,36,10,9.99,61,Women's Apparel,Nov,17:00,Monday,F
29377,702,310,8,8,10,9.99,35,Women's Apparel,Nov,17:00,Monday,F
29308,480,311,22,22,10,9.99,64,Women's Apparel,Nov,17:00,Friday,F
14888,610,312,13,13,10,9.99,85,Women's Apparel,Nov,17:00,Wednesday,F
28074,872,313,22,22,10,9.99,46,Women's Apparel,Nov,17:00,Monday,F
1391,320,314,23,23,10,9.99,91,Women's Apparel,Nov,17:00,Tuesday,F
12481,730,315,7,7,10,9.99,76,Women's Apparel,Nov,17:00,Tuesday,F
16960,695,316,15,15,10,9.99,70,Women's Apparel,Nov,17:00,Tuesday,F
18200,514,317,16,16,10,9.99,30,Women's Apparel,Dec,17:00,Monday,F
8483,355,318,21,21,10,9.99,31,Women's Apparel,Nov,17:00,Wednesday,F
7536,410,319,24,24,10,9.99,55,Women's Apparel,Nov,17:00,Wednesday,F
29538,710,320,24,24,10,9.99,85,Women's Apparel,Nov,17:00,Friday,F
5757,545,321,25,25,10,9.99,55,Women's Apparel,Nov,17:00,Tuesday,F
12095,705,322,27,27,10,9.99,64,Women's Apparel,Nov,17:00,Wednesday,F
14240,385,323,35,35,10,9.99,64,Women's Apparel,Nov,17:00,Wednesday,F
22596,610,324,35,35,10,9.99,79,Women's Apparel,Nov,17:00,Wednesday,F
26400,510,325,66,66,10,9.99,55,Women's Apparel,Nov,17:00,Wednesday,F
17157,550,326,133,126,10,9.99,85,Women's Apparel,Nov,17:00,Monday,D
10561,800,327,26,26,10,9.99,40,Women's Apparel,Nov,17:00,Saturday,D
5904,600,328,42,42,10,9.99,91,Women's Apparel,Nov,17:00,Thursday,D
29879,675,329,5,5,10,9.99,85,Women's Apparel,Nov,17:00,Wednesday,D
15481,650,330,76,76,10,9.99,43,Women's Apparel,Nov,17:00,Friday,D
28547,224,331,117,49,9,9.99,44,Footwear,Oct,10:00,Sunday,F
4840,289,332,147,71,9,9.99,45,Footwear,Oct,10:00,Wednesday,F
12802,309,333,128,68,9,9.99,94,Footwear,Oct,10:00,Friday,F
14449,304,334,86,47,9,9.99,27,Footwear,Oct,10:00,Thursday,F
4772,304,335,92,55,9,9.99,48,Footwear,Oct,10:00,Thursday,F
4201,309,336,88,64,9,9.99,33,Footwear,Oct,10:00,Friday,F
9608,224,337,79,71,9,9.99,28,Footwear,Oct,10:00,Sunday,F
28625,209,338,106,100,9,9.99,39,Footwear,Oct,10:00,Wednesday,F
5334,224,339,127,127,9,9.99,39,Footwear,Oct,10:00,Sunday,F
16238,259,340,92,92,9,9.99,27,Footwear,Oct,10:00,Tuesday,F
21558,224,341,100,100,9,9.99,45,Footwear,Oct,10:00,Sunday,F
